,0
5797,1
5798,0
5799,0
5800,1
5801,0
5802,0
5803,1
5804,0
5805,1
5806,1
5807,1
5808,1
5809,1
5810,1
5811,1
5812,0
5813,0
5814,0
5815,0
5816,1
5817,0
5818,0
5819,1
5820,1
5821,0
5822,0
5823,0
5824,1
5825,1
5826,1
5827,1
5828,1
5829,0
5830,1
5831,0
5832,1
5833,1
5834,0
5835,1
5836,0
5837,0
5838,0
5839,0
5840,1
5841,1
5842,0
5843,1
5844,1
5845,0
5846,1
5847,1
5848,1
5849,1
5850,0
5851,1
5852,1
5853,0
5854,0
5855,0
5856,1
5857,1
5858,0
5859,1
5860,1
5861,1
5862,1
5863,1
5864,1
5865,1
5866,1
5867,1
5868,1
5869,0
5870,1
5871,0
5872,1
5873,1
5874,1
5875,1
5876,1
5877,1
5878,1
5879,0
5880,0
5881,1
5882,0
5883,0
5884,0
5885,1
5886,1
5887,1
5888,0
5889,0
5890,1
5891,0
5892,1
5893,1
5894,1
5895,1
5896,0
5897,1
5898,0
5899,0
5900,1
5901,1
5902,0
5903,0
5904,0
5905,0
5906,0
5907,1
5908,0
5909,0
5910,0
5911,1
5912,0
5913,0
5914,0
5915,1
5916,1
5917,0
5918,1
5919,1
5920,0
5921,1
5922,0
5923,1
5924,0
5925,1
5926,0
5927,1
5928,1
5929,0
5930,1
5931,1
5932,1
5933,0
5934,0
5935,1
5936,0
5937,0
5938,0
5939,0
5940,0
5941,0
5942,0
5943,1
5944,1
5945,0
5946,0
5947,0
5948,1
5949,1
5950,1
5951,1
5952,0
5953,1
5954,0
5955,0
5956,0
5957,1
5958,1
5959,1
5960,0
5961,0
5962,0
5963,0
5964,1
5965,0
5966,0
5967,1
5968,1
5969,0
5970,1
5971,0
5972,0
5973,1
5974,0
5975,0
5976,1
5977,1
5978,1
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,1
5986,0
5987,1
5988,0
5989,1
5990,1
5991,1
5992,1
5993,1
5994,1
5995,1
5996,0
5997,1
5998,1
5999,1
6000,0
6001,1
6002,0
6003,0
6004,0
6005,1
6006,1
6007,0
6008,1
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,1
6016,1
6017,1
6018,0
6019,0
6020,1
6021,1
6022,0
6023,1
6024,1
6025,0
6026,1
6027,1
6028,0
6029,0
6030,1
6031,0
6032,1
6033,0
6034,0
6035,1
6036,0
6037,1
6038,0
6039,0
6040,0
6041,0
6042,0
6043,1
6044,1
6045,0
6046,1
6047,0
6048,0
6049,0
6050,0
6051,1
6052,0
6053,1
6054,1
6055,1
6056,1
6057,0
6058,0
6059,1
6060,0
6061,1
6062,1
6063,1
6064,0
6065,1
6066,0
6067,1
6068,1
6069,1
6070,0
6071,0
6072,1
6073,1
6074,1
6075,0
6076,0
6077,0
6078,0
6079,1
6080,0
6081,1
6082,0
6083,1
6084,1
6085,0
6086,0
6087,1
6088,1
6089,1
6090,0
6091,0
6092,0
6093,0
6094,1
6095,0
6096,1
6097,1
6098,1
6099,0
6100,1
6101,1
6102,1
6103,0
6104,1
6105,0
6106,1
6107,0
6108,0
6109,1
6110,0
6111,1
6112,0
6113,0
6114,0
6115,0
6116,1
6117,1
6118,1
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,1
6126,0
6127,1
6128,1
6129,1
6130,1
6131,1
6132,0
6133,0
6134,0
6135,0
6136,0
6137,0
6138,1
6139,0
6140,0
6141,0
6142,1
6143,1
6144,0
6145,1
6146,1
6147,0
6148,1
6149,0
6150,1
6151,1
6152,0
6153,1
6154,0
6155,1
6156,1
6157,1
6158,0
6159,0
6160,1
6161,0
6162,1
6163,0
6164,1
6165,1
6166,1
6167,1
6168,1
6169,1
6170,0
6171,1
6172,0
6173,1
6174,0
6175,1
6176,0
6177,0
6178,1
6179,0
6180,1
6181,1
6182,0
6183,0
6184,1
6185,1
6186,1
6187,1
6188,1
6189,1
6190,0
6191,0
6192,1
6193,0
6194,1
6195,1
6196,0
6197,0
6198,1
6199,1
6200,0
6201,1
6202,0
6203,1
6204,1
6205,0
6206,0
6207,0
6208,1
6209,1
6210,1
6211,1
6212,1
6213,1
6214,1
6215,0
6216,1
6217,1
6218,1
6219,0
6220,1
6221,1
6222,1
6223,1
6224,0
6225,1
6226,1
6227,1
6228,1
6229,1
6230,0
6231,1
6232,0
6233,1
6234,1
6235,0
6236,0
6237,0
6238,1
6239,1
6240,0
6241,1
6242,1
6243,1
6244,1
6245,0
6246,1
6247,1
6248,0
6249,1
6250,1
6251,0
6252,0
6253,0
6254,1
6255,1
6256,0
6257,1
6258,0
6259,0
6260,1
6261,0
6262,0
6263,0
6264,1
6265,1
6266,0
6267,1
6268,1
6269,0
6270,0
6271,1
6272,0
6273,1
6274,1
6275,1
6276,1
6277,1
6278,1
6279,1
6280,1
6281,1
6282,0
6283,0
6284,1
6285,0
6286,1
6287,1
6288,0
6289,1
6290,1
6291,0
6292,0
6293,0
6294,0
6295,1
6296,0
6297,0
6298,0
6299,1
6300,0
6301,1
6302,1
6303,1
6304,0
6305,0
6306,1
6307,1
6308,0
6309,0
6310,1
6311,1
6312,1
6313,0
6314,1
6315,1
6316,0
6317,0
6318,1
6319,1
6320,0
6321,1
6322,1
6323,0
6324,1
6325,0
6326,1
6327,1
6328,1
6329,0
6330,1
6331,1
6332,0
6333,1
6334,0
6335,1
6336,1
6337,0
6338,1
6339,1
6340,0
6341,1
6342,1
6343,0
6344,1
6345,1
6346,0
6347,1
6348,0
6349,1
6350,0
6351,0
6352,1
6353,0
6354,1
6355,1
6356,1
6357,0
6358,1
6359,1
6360,1
6361,1
6362,0
6363,0
6364,1
6365,1
6366,0
6367,0
6368,1
6369,0
6370,0
6371,0
6372,1
6373,0
6374,0
6375,1
6376,0
6377,0
6378,0
6379,1
6380,1
6381,0
6382,0
6383,0
6384,1
6385,1
6386,0
6387,1
6388,0
6389,1
6390,1
6391,0
6392,1
6393,1
6394,1
6395,1
6396,1
6397,0
6398,1
6399,1
6400,0
6401,0
6402,0
6403,0
6404,0
6405,1
6406,1
6407,1
6408,0
6409,0
6410,0
6411,0
6412,1
6413,1
6414,0
6415,1
6416,1
6417,1
6418,0
6419,0
6420,0
6421,1
6422,1
6423,1
6424,1
6425,0
6426,0
6427,0
6428,0
6429,1
6430,1
6431,0
6432,1
6433,1
6434,0
6435,1
6436,1
6437,1
6438,1
6439,0
6440,1
6441,1
6442,1
6443,1
6444,0
6445,1
6446,0
6447,1
6448,1
6449,0
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,1
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,1
6464,1
6465,1
6466,0
6467,0
6468,0
6469,0
6470,1
6471,0
6472,0
6473,1
6474,1
6475,1
6476,1
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,1
6484,0
6485,0
6486,0
6487,0
6488,1
6489,1
6490,1
6491,0
6492,0
6493,1
6494,0
6495,0
6496,0
6497,1
6498,1
6499,0
6500,0
6501,0
6502,1
6503,0
6504,0
6505,0
6506,1
6507,1
6508,0
6509,1
6510,1
6511,1
6512,0
6513,1
6514,0
6515,0
6516,1
6517,0
6518,0
6519,0
6520,0
6521,0
6522,1
6523,0
6524,0
6525,0
6526,1
6527,0
6528,0
6529,0
6530,0
6531,1
6532,1
6533,0
6534,0
6535,0
6536,0
6537,0
6538,1
6539,1
6540,0
6541,1
6542,0
6543,0
6544,0
6545,1
6546,1
6547,1
6548,1
6549,0
6550,1
6551,0
6552,1
6553,0
6554,0
6555,1
6556,1
6557,1
6558,0
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,1
6566,0
6567,1
6568,0
6569,1
6570,1
6571,1
6572,1
6573,1
6574,0
6575,1
6576,0
6577,1
6578,1
6579,1
6580,0
6581,0
6582,0
6583,0
6584,0
6585,0
6586,1
6587,1
6588,1
6589,0
6590,0
6591,0
6592,0
6593,0
6594,0
6595,1
6596,0
6597,1
6598,1
6599,0
6600,0
6601,0
6602,1
6603,0
6604,0
6605,1
6606,0
6607,1
6608,0
6609,1
6610,1
6611,0
6612,1
6613,0
6614,1
6615,1
6616,1
6617,0
6618,1
6619,1
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6626,1
6627,0
6628,0
6629,0
6630,1
6631,1
6632,1
6633,0
6634,1
6635,0
6636,1
6637,1
6638,1
6639,0
6640,0
6641,1
6642,0
6643,1
6644,1
6645,0
6646,1
6647,1
6648,0
6649,0
6650,0
6651,0
6652,1
6653,1
6654,0
6655,0
6656,0
6657,0
6658,1
6659,1
6660,1
6661,0
6662,1
6663,0
6664,0
6665,0
6666,0
6667,0
6668,1
6669,1
6670,0
6671,1
6672,0
6673,1
6674,1
6675,0
6676,1
6677,0
6678,1
6679,0
6680,0
6681,0
6682,0
6683,1
6684,1
6685,1
6686,0
6687,1
6688,0
6689,1
6690,0
6691,0
6692,1
6693,0
6694,0
6695,1
6696,0
6697,0
6698,1
6699,0
6700,1
6701,0
6702,1
6703,1
6704,1
6705,1
6706,1
6707,1
6708,1
6709,1
6710,1
6711,1
6712,1
6713,1
6714,1
6715,0
6716,1
6717,0
6718,1
6719,0
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,1
6729,0
6730,0
6731,0
6732,0
6733,1
6734,1
6735,0
6736,0
6737,1
6738,0
6739,1
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,1
6748,0
6749,0
6750,1
6751,1
6752,1
6753,0
6754,0
6755,0
6756,0
6757,0
6758,0
6759,1
6760,1
6761,1
6762,0
6763,0
6764,0
6765,0
6766,1
6767,0
6768,0
6769,1
6770,1
6771,0
6772,0
6773,0
6774,1
6775,0
6776,1
6777,1
6778,1
6779,0
6780,1
6781,1
6782,1
6783,0
6784,1
6785,0
6786,0
6787,0
6788,0
6789,0
6790,0
6791,1
6792,0
6793,0
6794,0
6795,1
6796,0
6797,1
6798,0
6799,1
6800,1
6801,0
6802,1
6803,1
6804,0
6805,1
6806,1
6807,1
6808,0
6809,0
6810,0
6811,0
6812,1
6813,1
6814,1
6815,0
6816,0
6817,1
6818,0
6819,0
6820,0
6821,1
6822,1
6823,1
6824,0
6825,0
6826,1
6827,1
6828,1
6829,0
6830,0
6831,1
6832,0
6833,0
6834,1
6835,1
6836,1
6837,1
6838,0
6839,1
6840,0
6841,1
6842,0
6843,0
6844,1
6845,0
6846,0
6847,0
6848,1
6849,1
6850,1
6851,1
6852,0
6853,1
6854,1
6855,0
6856,1
6857,1
6858,1
6859,0
6860,1
6861,1
6862,0
6863,0
6864,0
6865,1
6866,1
6867,0
6868,1
6869,1
6870,1
6871,0
6872,0
6873,0
6874,1
6875,0
6876,1
6877,1
6878,0
6879,0
6880,0
6881,0
6882,1
6883,0
6884,0
6885,1
6886,0
6887,0
6888,1
6889,0
6890,1
6891,0
6892,1
6893,1
6894,1
6895,1
6896,1
6897,0
6898,0
6899,1
6900,0
6901,1
6902,1
6903,0
6904,1
6905,0
6906,1
6907,0
6908,0
6909,0
6910,0
6911,0
6912,1
6913,0
6914,1
6915,0
6916,0
6917,0
6918,0
6919,1
6920,0
6921,1
6922,0
6923,1
6924,0
6925,1
6926,0
6927,1
6928,1
6929,0
6930,1
6931,1
6932,1
6933,1
6934,1
6935,1
6936,0
6937,0
6938,1
6939,1
6940,0
6941,1
6942,0
6943,1
6944,0
6945,1
6946,1
6947,1
6948,0
6949,0
6950,1
6951,1
6952,1
6953,1
6954,0
6955,0
6956,1
6957,0
6958,0
6959,0
6960,0
6961,0
6962,1
6963,1
6964,0
6965,0
6966,1
6967,1
6968,1
6969,1
6970,1
6971,0
6972,0
6973,0
6974,1
6975,0
6976,1
6977,1
6978,0
6979,0
6980,1
6981,0
6982,0
6983,1
6984,1
6985,1
6986,1
6987,1
6988,0
6989,0
6990,1
6991,0
6992,1
6993,1
6994,1
6995,0
6996,1
6997,0
6998,1
6999,0
7000,0
7001,1
7002,1
7003,0
7004,1
7005,1
7006,1
7007,1
7008,1
7009,1
7010,0
7011,0
7012,0
7013,1
7014,0
7015,1
7016,1
7017,1
7018,1
7019,1
7020,1
7021,1
7022,1
7023,1
7024,0
7025,0
7026,1
7027,0
7028,0
7029,0
7030,1
7031,0
7032,1
7033,1
7034,0
7035,1
7036,1
7037,0
7038,0
7039,1
7040,0
7041,1
7042,0
7043,1
7044,1
7045,1
7046,0
7047,1
7048,1
7049,0
7050,0
7051,1
7052,1
7053,1
7054,0
7055,1
7056,0
7057,0
7058,1
7059,1
7060,0
7061,0
7062,1
7063,0
7064,1
7065,0
7066,0
7067,0
7068,1
7069,0
7070,1
7071,1
7072,1
7073,0
7074,0
7075,0
7076,1
7077,0
7078,0
7079,1
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,1
7087,0
7088,1
7089,0
7090,1
7091,0
7092,1
7093,0
7094,1
7095,1
7096,1
7097,0
7098,0
7099,1
7100,0
7101,1
7102,1
7103,1
7104,0
7105,0
7106,1
7107,0
7108,0
7109,0
7110,1
7111,1
7112,1
7113,1
7114,1
7115,0
7116,1
7117,0
7118,0
7119,1
7120,1
7121,1
7122,0
7123,0
7124,0
7125,1
7126,0
7127,1
7128,0
7129,0
7130,1
7131,0
7132,0
7133,1
7134,1
7135,1
7136,0
7137,0
7138,0
7139,1
7140,0
7141,1
7142,1
7143,1
7144,0
7145,1
7146,0
7147,0
7148,0
7149,0
7150,1
7151,1
7152,0
7153,1
7154,0
7155,1
7156,1
7157,1
7158,0
7159,1
7160,0
7161,1
7162,0
7163,1
7164,1
7165,0
7166,1
7167,1
7168,0
7169,1
7170,0
7171,1
7172,1
7173,0
7174,1
7175,0
7176,1
7177,1
7178,0
7179,0
7180,0
7181,0
7182,1
7183,0
7184,0
7185,1
7186,1
7187,0
7188,0
7189,0
7190,1
7191,0
7192,0
7193,1
7194,1
7195,0
7196,0
7197,0
7198,0
7199,1
7200,0
7201,0
7202,0
7203,1
7204,0
7205,0
7206,1
7207,1
7208,1
7209,0
7210,1
7211,0
7212,0
7213,0
7214,0
7215,0
7216,1
7217,1
7218,1
7219,0
7220,0
7221,1
7222,1
7223,0
7224,1
7225,1
7226,0
7227,0
7228,1
7229,0
7230,0
7231,1
7232,0
7233,1
7234,1
7235,0
7236,0
7237,0
7238,0
7239,0
7240,0
7241,1
7242,0
7243,1
7244,0
7245,0
7246,1
7247,1
7248,0
7249,1
7250,1
7251,0
7252,0
7253,0
7254,0
7255,0
7256,1
7257,0
7258,0
7259,0
7260,1
7261,1
7262,0
7263,1
7264,0
7265,0
7266,1
7267,1
7268,0
7269,1
7270,1
7271,0
7272,0
7273,1
7274,1
7275,1
7276,1
7277,1
7278,0
7279,0
7280,1
7281,1
7282,0
7283,1
7284,1
7285,0
7286,1
7287,0
7288,0
7289,0
7290,0
7291,0
7292,1
7293,0
7294,0
7295,1
7296,1
7297,0
7298,0
7299,0
7300,1
7301,1
7302,0
7303,0
7304,1
7305,1
7306,0
7307,1
7308,1
7309,1
7310,1
7311,0
7312,0
7313,0
7314,1
7315,0
7316,0
7317,1
7318,0
7319,0
7320,0
7321,1
7322,1
7323,1
7324,1
7325,0
7326,0
7327,1
7328,0
7329,0
7330,0
7331,1
7332,1
7333,0
7334,0
7335,0
7336,0
7337,1
7338,0
7339,0
7340,1
7341,0
7342,0
7343,1
7344,1
7345,0
7346,0
7347,0
7348,1
7349,0
7350,1
7351,1
7352,1
7353,1
7354,1
7355,1
7356,0
7357,1
7358,1
7359,1
7360,1
7361,1
7362,0
7363,1
7364,0
7365,1
7366,1
7367,0
7368,0
7369,1
7370,1
7371,1
7372,0
7373,0
7374,0
7375,1
7376,1
7377,1
7378,1
7379,0
7380,0
7381,0
7382,0
7383,1
7384,1
7385,0
7386,1
7387,1
7388,0
7389,0
7390,0
7391,1
7392,0
7393,0
7394,0
7395,0
7396,1
7397,1
7398,1
7399,1
7400,1
7401,0
7402,0
7403,0
7404,0
7405,0
7406,0
7407,1
7408,1
7409,1
7410,1
7411,0
7412,1
7413,0
7414,0
7415,0
7416,0
7417,0
7418,1
7419,1
7420,1
7421,0
7422,0
7423,0
7424,1
7425,1
7426,1
7427,0
7428,0
7429,0
7430,0
7431,1
7432,1
7433,1
7434,1
7435,0
7436,1
7437,1
7438,0
7439,0
7440,0
7441,1
7442,0
7443,0
7444,1
7445,1
7446,1
7447,0
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,0
7456,0
7457,0
7458,1
7459,1
7460,1
7461,1
7462,0
7463,0
7464,0
7465,0
7466,0
7467,1
7468,0
7469,0
7470,0
7471,0
7472,0
7473,1
7474,1
7475,1
7476,0
7477,1
7478,1
7479,0
7480,1
7481,0
7482,0
7483,0
7484,1
7485,0
7486,0
7487,0
7488,1
7489,0
7490,0
7491,0
7492,1
7493,0
7494,1
7495,0
7496,1
7497,1
7498,0
7499,1
7500,0
7501,1
7502,0
7503,1
7504,0
7505,1
7506,1
7507,1
7508,1
7509,0
7510,1
7511,1
7512,0
7513,0
7514,0
7515,0
7516,0
7517,1
7518,1
7519,1
7520,1
7521,0
7522,0
7523,0
7524,0
7525,1
7526,1
7527,1
7528,0
7529,1
7530,0
7531,0
7532,0
7533,0
7534,1
7535,1
7536,1
7537,0
7538,0
7539,0
7540,1
7541,1
7542,0
7543,1
7544,1
7545,1
7546,1
7547,1
7548,1
7549,1
7550,1
7551,0
7552,0
7553,1
7554,1
7555,0
7556,1
7557,0
7558,0
7559,0
7560,1
7561,0
7562,1
7563,0
7564,1
7565,0
7566,1
7567,0
7568,0
7569,0
7570,0
7571,0
7572,0
7573,1
7574,0
7575,0
7576,1
7577,1
7578,1
7579,1
7580,0
7581,1
7582,0
7583,0
7584,1
7585,0
7586,1
7587,0
7588,1
7589,1
7590,0
7591,1
7592,0
7593,0
7594,1
7595,0
7596,0
7597,0
7598,1
7599,1
7600,1
7601,0
7602,1
7603,0
7604,0
7605,1
7606,1
7607,0
7608,1
7609,0
7610,1
7611,1
7612,0
7613,0
7614,0
7615,0
7616,1
7617,1
7618,1
7619,1
7620,1
7621,0
7622,1
7623,0
7624,0
7625,1
7626,1
7627,0
7628,0
7629,0
7630,0
7631,1
7632,0
7633,0
7634,0
7635,0
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,0
7645,1
7646,1
7647,0
7648,0
7649,0
7650,0
7651,1
7652,1
7653,1
7654,1
7655,0
7656,1
7657,1
7658,1
7659,0
7660,1
7661,1
7662,1
7663,1
7664,0
7665,1
7666,0
7667,0
7668,0
7669,1
7670,1
7671,1
7672,0
7673,0
7674,0
7675,0
7676,1
7677,1
7678,0
7679,1
7680,1
7681,1
7682,0
7683,1
7684,1
7685,1
7686,0
7687,1
7688,1
7689,0
7690,1
7691,0
7692,1
7693,1
7694,0
7695,0
7696,1
7697,0
7698,0
7699,1
7700,0
7701,1
7702,0
7703,1
7704,1
7705,1
7706,1
7707,0
7708,1
7709,1
7710,1
7711,0
7712,1
7713,0
7714,0
7715,1
7716,0
7717,0
7718,0
7719,1
7720,1
7721,0
7722,0
7723,0
7724,0
7725,1
7726,1
7727,1
7728,0
7729,1
7730,0
7731,1
7732,1
7733,1
7734,1
7735,0
7736,1
7737,0
7738,0
7739,0
7740,1
7741,0
7742,0
7743,1
7744,0
7745,1
7746,1
7747,1
7748,1
7749,0
7750,1
7751,1
7752,0
7753,1
7754,0
7755,0
7756,1
7757,1
7758,0
7759,0
7760,1
7761,1
7762,0
7763,0
7764,1
7765,0
7766,1
7767,1
7768,0
7769,1
7770,1
7771,1
7772,0
7773,0
7774,0
7775,0
7776,0
7777,1
7778,0
7779,1
7780,0
7781,0
7782,0
7783,0
7784,0
7785,0
7786,0
7787,1
7788,1
7789,0
7790,1
7791,1
7792,1
7793,0
7794,1
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,1
7802,0
7803,0
7804,1
7805,1
7806,0
7807,1
7808,0
7809,0
7810,0
7811,0
7812,1
7813,1
7814,1
7815,0
7816,1
7817,0
7818,0
7819,0
7820,1
7821,0
7822,0
7823,0
7824,1
7825,1
7826,1
7827,0
7828,0
7829,1
7830,0
7831,1
7832,1
7833,0
7834,0
7835,1
7836,0
7837,0
7838,1
7839,0
7840,1
7841,0
7842,0
7843,1
7844,1
7845,0
7846,0
7847,1
7848,1
7849,0
7850,1
7851,1
7852,1
7853,1
7854,0
7855,0
7856,0
7857,1
7858,0
7859,1
7860,1
7861,1
7862,1
7863,1
7864,0
7865,1
7866,1
7867,0
7868,0
7869,0
7870,0
7871,1
7872,0
7873,0
7874,1
7875,1
7876,0
7877,0
7878,1
7879,0
7880,0
7881,0
7882,0
7883,1
7884,0
7885,1
7886,1
7887,0
7888,1
7889,1
7890,0
7891,1
7892,1
7893,1
7894,0
7895,1
7896,1
7897,1
7898,1
7899,0
7900,1
7901,0
7902,0
7903,0
7904,0
7905,0
7906,0
7907,1
7908,1
7909,0
7910,1
7911,1
7912,1
7913,1
7914,0
7915,1
7916,1
7917,1
7918,1
7919,0
7920,0
7921,0
7922,1
7923,1
7924,0
7925,1
7926,1
7927,0
7928,0
7929,0
7930,0
7931,1
7932,0
7933,0
7934,1
7935,0
7936,0
7937,1
7938,0
7939,1
7940,0
7941,1
7942,0
7943,1
7944,0
7945,0
7946,1
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,0
7954,1
7955,1
7956,0
7957,0
7958,0
7959,0
7960,0
7961,1
7962,1
7963,0
7964,1
7965,1
7966,0
7967,0
7968,1
7969,0
7970,0
7971,1
7972,1
7973,1
7974,1
7975,1
7976,0
7977,0
7978,1
7979,0
7980,0
7981,1
7982,0
7983,1
7984,0
7985,0
7986,1
7987,1
7988,0
7989,1
7990,1
7991,1
7992,1
7993,1
7994,1
7995,0
7996,1
7997,1
7998,0
7999,1
8000,0
8001,1
8002,1
8003,0
8004,0
8005,0
8006,0
8007,1
8008,1
8009,1
8010,0
8011,0
8012,1
8013,0
8014,1
8015,0
8016,1
8017,0
8018,1
8019,1
8020,0
8021,0
8022,1
8023,1
8024,1
8025,0
8026,1
8027,0
8028,1
8029,1
8030,0
8031,0
8032,0
8033,1
8034,1
8035,1
8036,1
8037,0
8038,1
8039,0
8040,1
8041,1
8042,1
8043,0
8044,1
8045,0
8046,0
8047,1
8048,1
8049,0
8050,0
8051,1
8052,0
8053,0
8054,1
8055,1
8056,0
8057,1
8058,1
8059,1
8060,1
8061,1
8062,1
8063,1
8064,1
8065,1
8066,0
8067,1
8068,0
8069,0
8070,0
8071,1
8072,0
8073,1
8074,1
8075,1
8076,0
8077,1
8078,1
8079,1
8080,1
8081,1
8082,1
8083,1
8084,1
8085,1
8086,1
8087,1
8088,0
8089,0
8090,1
8091,1
8092,0
8093,0
8094,1
8095,1
8096,1
8097,1
8098,0
8099,1
8100,0
8101,0
8102,1
8103,0
8104,0
8105,1
8106,0
8107,1
8108,1
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,1
8121,1
8122,0
8123,0
8124,1
8125,1
8126,1
8127,1
8128,0
8129,1
8130,0
8131,0
8132,1
8133,1
8134,0
8135,0
8136,0
8137,1
8138,1
8139,0
8140,1
8141,0
8142,1
8143,1
8144,1
8145,0
8146,1
8147,1
8148,0
8149,1
8150,1
8151,0
8152,0
8153,0
8154,0
8155,0
8156,0
8157,1
8158,0
8159,0
8160,1
8161,1
8162,1
8163,1
8164,1
8165,1
8166,0
8167,1
8168,0
8169,0
8170,1
8171,0
8172,0
8173,0
8174,1
8175,1
8176,1
8177,1
8178,1
8179,1
8180,0
8181,0
8182,0
8183,1
8184,1
8185,1
8186,1
8187,1
8188,0
8189,1
8190,1
8191,0
8192,1
8193,0
8194,1
8195,0
8196,0
8197,0
8198,0
8199,0
8200,1
8201,0
8202,0
8203,1
8204,0
8205,0
8206,0
8207,1
8208,0
8209,1
8210,0
8211,1
8212,0
8213,1
8214,0
8215,0
8216,0
8217,1
8218,0
8219,0
8220,1
8221,1
8222,0
8223,0
8224,0
8225,0
8226,0
8227,1
8228,0
8229,1
8230,0
8231,1
8232,1
8233,0
8234,0
8235,0
8236,1
8237,0
8238,0
8239,1
8240,0
8241,1
8242,0
8243,0
8244,0
8245,1
8246,0
8247,0
8248,1
8249,0
8250,1
8251,1
8252,1
8253,0
8254,1
8255,1
8256,0
8257,1
8258,0
8259,1
8260,0
8261,0
8262,0
8263,0
8264,1
8265,1
8266,0
8267,0
8268,1
8269,1
8270,1
8271,1
8272,0
8273,1
8274,0
8275,1
8276,0
8277,0
8278,1
8279,0
8280,1
8281,1
8282,1
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,0
8290,1
8291,1
8292,0
8293,0
8294,0
8295,0
8296,1
8297,0
8298,0
8299,0
8300,0
8301,0
8302,1
8303,0
8304,1
8305,0
8306,1
8307,1
8308,1
8309,1
8310,1
8311,0
8312,0
8313,1
8314,1
8315,0
8316,1
8317,1
8318,1
8319,0
8320,1
8321,0
8322,0
8323,1
8324,1
8325,1
8326,0
8327,0
8328,1
8329,0
8330,0
8331,1
8332,1
8333,1
8334,1
8335,0
8336,0
8337,0
8338,0
8339,1
8340,1
8341,1
8342,1
8343,1
8344,1
8345,1
8346,1
8347,1
8348,0
8349,0
8350,0
8351,1
8352,0
8353,0
8354,0
8355,0
8356,1
8357,0
8358,1
8359,0
8360,1
8361,0
8362,1
8363,1
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,1
8372,1
8373,1
8374,0
8375,1
8376,1
8377,1
8378,0
8379,0
8380,1
8381,0
8382,1
8383,0
8384,1
8385,1
8386,0
8387,0
8388,1
8389,0
8390,0
8391,0
8392,0
8393,1
8394,1
8395,1
8396,0
8397,0
8398,0
8399,1
8400,1
8401,1
8402,0
8403,0
8404,0
8405,0
8406,1
8407,1
8408,1
8409,0
8410,1
8411,0
8412,1
8413,1
8414,0
8415,0
8416,1
8417,1
8418,1
8419,1
8420,0
8421,1
8422,0
8423,1
8424,1
8425,1
8426,0
8427,0
8428,1
8429,0
8430,1
8431,0
8432,1
8433,0
8434,1
8435,1
8436,0
8437,0
8438,1
8439,1
8440,1
8441,0
8442,1
8443,0
8444,1
8445,1
8446,0
8447,0
8448,1
8449,0
8450,1
8451,0
8452,0
8453,1
8454,1
8455,1
8456,1
8457,1
8458,1
8459,1
8460,0
8461,1
8462,0
8463,0
8464,0
8465,1
8466,1
8467,1
8468,1
8469,1
8470,1
8471,1
8472,0
8473,1
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8480,0
8481,0
8482,0
8483,0
8484,0
8485,1
8486,0
8487,0
8488,0
8489,1
8490,1
8491,1
8492,0
8493,0
8494,0
8495,0
8496,1
8497,1
8498,1
8499,1
8500,1
8501,0
8502,1
8503,1
8504,0
8505,0
8506,0
8507,0
8508,0
8509,1
8510,0
8511,0
8512,0
8513,1
8514,0
8515,1
8516,1
8517,1
8518,0
8519,0
8520,0
8521,1
8522,0
8523,0
8524,1
8525,1
8526,1
8527,0
8528,0
8529,0
8530,0
8531,0
8532,0
8533,0
8534,1
8535,0
8536,1
8537,1
8538,1
8539,1
8540,0
8541,1
8542,1
8543,0
8544,0
8545,0
8546,1
8547,0
8548,1
8549,0
8550,1
8551,0
8552,1
8553,1
8554,1
8555,1
8556,0
8557,1
8558,1
8559,1
8560,1
8561,1
8562,1
8563,1
8564,1
8565,1
8566,1
8567,1
8568,0
8569,0
8570,0
8571,0
8572,0
8573,1
8574,1
8575,1
8576,0
8577,0
8578,0
8579,1
8580,1
8581,1
8582,1
8583,0
8584,0
8585,0
8586,1
8587,1
8588,1
8589,1
8590,1
8591,1
8592,1
8593,1
8594,0
8595,0
